Gene	WT-1_FPKM	WT-2_FPKM	Toluene-1_FPKM	Toluene-2_FPKM
LOC107645613	4.42	4.92	3.11	5.42
LOC107646010	70.17	76.19	51.84	70.51
LOC107646155	3.1	3.74	3.47	6.25
LOC107759162	0.65	0.59	0.43	0.53
LOC107759207	27.56	27.46	19.57	23.91
LOC107760966	42.63	46.54	42.27	62.27
LOC107761161	0.12	0.0	0.29	0.55
LOC107761480	0.29	0.51	0.2	0.11
LOC107761899	0.0	0.0	0.0	0.0
LOC107762304	10.51	10.21	5.19	9.26
LOC107762826	109.2	124.87	126.19	200.45
LOC107764055	0.46	0.4	0.43	0.74
LOC107764311	3.18	4.07	2.71	2.63
LOC107765052	4.4	4.86	2.89	5.25
LOC107765332	0.56	0.33	0.21	0.53
LOC107765812	59.85	65.52	36.8	63.49
LOC107766021	1.28	1.19	2.5	3.13
LOC107766596	0.0	0.93	0.0	0.0
LOC107766847	0.84	0.81	0.32	0.59
LOC107767195	0.23	0.2	0.19	0.26
LOC107767965	59.89	71.14	62.32	90.32
LOC107768773	445.62	447.62	153.88	238.91
LOC107769070	0.69	0.12	0.11	0.13
LOC107770333	3.39	4.22	2.51	4.9
LOC107770814	12.45	13.06	11.29	19.69
LOC107771644	1.49	0.0	0.25	1.12
LOC107772531	1.03	0.23	0.0	0.0
LOC107775073	5.14	5.28	2.77	5.29
LOC107775375	83.08	84.4	55.75	73.77
LOC107776186	44.88	46.8	37.42	58.97
LOC107778411	8.72	8.87	4.1	7.67
LOC107778536	1.12	0.79	1.25	1.84
LOC107778650	0.68	0.51	0.0	0.91
LOC107780019	0.85	0.0	0.24	0.0
LOC107780285	17.44	17.3	9.52	17.03
LOC107780335	10.76	11.24	7.08	10.31
LOC107780717	8.47	9.0	5.32	8.57
LOC107780964	16.08	16.91	13.0	22.94
LOC107781131	20.73	24.22	16.03	23.55
LOC107781686	0.11	0.28	0.36	0.31
LOC107781737	5.5	5.54	1.57	3.14
LOC107781916	2.29	2.74	1.8	3.46
LOC107781919	0.08	0.15	0.14	0.4
LOC107783584	8.34	8.55	4.87	7.67
LOC107783904	0.0	1.74	0.54	0.91
LOC107783999	0.0	1.43	0.0	0.0
LOC107784018	12.8	14.92	9.26	15.65
LOC107784092	0.46	0.29	0.45	0.31
LOC107784207	1.96	1.77	1.33	2.26
LOC107784687	3.31	2.38	3.22	3.42
LOC107784969	19.82	20.83	10.49	16.94
LOC107785082	16.62	17.48	18.51	21.64
LOC107785452	4.78	4.13	3.87	5.93
LOC107785518	14.88	16.2	10.4	12.84
LOC107785631	7.42	6.75	3.7	6.98
LOC107785743	0.16	0.3	0.46	0.28
LOC107786602	8.34	8.51	4.44	7.18
LOC107787264	4.58	5.66	3.08	6.27
LOC107787574	0.93	1.13	1.06	1.44
LOC107788513	10.91	11.31	5.96	11.13
LOC107789406	16.81	16.74	11.89	18.29
LOC107789568	5.27	5.38	1.77	2.59
LOC107789705	10.81	12.24	6.19	12.23
LOC107790011	374.25	393.94	276.57	365.74
LOC107790466	0.57	0.0	0.0	0.0
LOC107790487	23.01	21.56	17.35	26.81
LOC107790743	2.16	2.11	0.18	1.02
LOC107791908	0.39	0.79	0.85	1.42
LOC107792467	4.37	5.17	2.39	4.97
LOC107792568	0.89	0.96	0.66	0.75
LOC107794087	0.99	0.0	0.0	0.0
LOC107794584	0.0	0.0	0.42	0.48
LOC107795322	5.01	5.79	4.67	10.1
LOC107796273	1.58	2.2	2.0	2.44
LOC107796648	0.28	0.64	0.75	0.88
LOC107796714	14.15	14.19	11.04	16.46
LOC107796946	70.97	75.0	64.65	78.14
LOC107796986	5.53	6.09	2.69	5.29
LOC107797350	15.88	16.41	12.24	12.99
LOC107797478	9.780000000000001	10.875	3.81	6.4
LOC107798108	0.26	0.47	0.15	0.43
LOC107798258	17.59	18.09	9.88	20.07
LOC107798375	4.72	4.9	2.5	5.08
LOC107798887	0.97	0.8	1.16	0.94
LOC107799556	3.61	4.42	6.92	10.07
LOC107799612	19.53	18.86	13.3	19.67
LOC107802930	3.19	3.47	3.43	5.45
LOC107802968	24.26	25.37	15.81	28.59
LOC107803329	5.0	1.5	1.4	1.55
LOC107804427	4.77	3.92	4.01	7.3
LOC107804534	0.9	0.83	0.67	1.2
LOC107804882	1.53	1.09	0.47	1.51
LOC107805047	3.74	3.16	3.47	3.9
LOC107805098	1558.79	1579.69	680.23	956.54
LOC107805296	1.4	1.35	0.77	1.28
LOC107805345	0.86	1.45	1.88	2.91
LOC107805890	9.54	9.76	7.19	10.57
LOC107807043	22.01	23.7	16.46	33.81
LOC107807325	0.37	0.16	0.0	0.35
LOC107807831	4.34	4.93	2.38	4.55
LOC107807886	3.56	3.33	1.6	2.66
LOC107808627	6.87	7.41	5.7	7.52
LOC107808928	31.43	34.05	26.24	44.95
LOC107809141	5.04	5.0	0.74	1.0
LOC107809234	0.37	0.32	0.23	0.47
LOC107809387	0.7	0.69	0.24	0.52
LOC107809919	11.62	10.62	12.91	14.12
LOC107812606	16.17	13.51	25.2	25.0
LOC107813388	2.37	2.02	1.34	1.92
LOC107813522	14.47	14.32	6.0	10.23
LOC107813656	2.67	3.4	1.34	3.43
LOC107814341	51.83	57.14	59.69	78.72
LOC107814545	5.31	5.97	2.89	6.0
LOC107814722	11.95	13.88	14.27	18.06
LOC107814889	0.15	0.42	0.61	0.51
LOC107816175	11.07	10.52	12.47	14.72
LOC107816247	0.0	0.0	0.0	0.0
LOC107816283	14.62	13.79	7.73	11.81
LOC107816777	1.06	1.32	0.77	0.93
LOC107817381	0.57	0.0	0.0	0.53
LOC107817485	6.58	7.66	5.13	9.15
LOC107817579	2.5	3.37	3.22	6.17
LOC107817914	3.09	3.95	2.5	3.89
LOC107817982	8.83	11.55	11.71	20.0
LOC107817989	7.42	7.42	4.78	6.89
LOC107818325	11.35	12.94	9.18	13.65
LOC107818356	17.0	17.86	15.92	21.26
LOC107818576	17.02	16.0	23.01	26.84
LOC107818709	0.64	0.96	0.47	0.52
LOC107819255	5.28	6.36	3.12	3.43
LOC107819357	0.23	0.5	0.29	0.33
LOC107819593	4.17	4.1	2.71	5.09
LOC107819901	10.0	11.5	7.03	9.99
LOC107820216	9.94	11.48	6.51	10.51
LOC107820518	5.61	4.17	3.41	5.41
LOC107820674	1.22	1.34	0.63	1.4
LOC107820906	1.32	2.77	1.16	2.25
LOC107821091	31.18	32.23	19.63	26.66
LOC107822073	6.68	7.08	3.77	6.33
LOC107822341	0.0	0.1	0.33	0.64
LOC107822377	14.65	15.2	12.69	17.27
LOC107822652	4.69	4.7	3.59	4.63
LOC107823568	8.2	9.08	5.61	9.14
LOC107823666	44.9	49.68	21.18	30.97
LOC107824207	0.0	0.0	0.04	0.2
LOC107824262	15.72	15.68	8.5	16.55
LOC107824717	27.49	28.58	15.46	23.16
LOC107825008	0.0	0.0	0.18	0.2
LOC107825010	2.32	2.51	1.43	2.51
LOC107825247	0.33	0.24	0.28	0.45
LOC107825591	0.22	0.0	0.0	0.0
LOC107826375	1.46	1.33	1.03	1.0
LOC107826379	212.63	237.09	216.67	264.58
LOC107827032	12.17	11.72	10.89	13.79
LOC107827091	8.43	9.17	7.33	14.09
LOC107827197	8.52	9.19	10.95	12.58
LOC107827478	26.555	31.055	23.88	30.9
LOC107828457	12.34	13.33	7.74	12.78
LOC107829126	6.15	6.11	2.56	4.87
LOC107829720	2.2	2.73	2.37	3.96
LOC107829737	4.44	5.06	1.89	3.77
LOC107830140	2.36	1.81	2.72	4.02
LOC107838725	2.13	2.1	1.34	2.43
LOC107839069	0.51	0.11	0.0	0.18
LOC107839081	11.02	12.39	6.76	11.26
LOC107839100	0.15	0.27	0.21	0.24
LOC107839690	14.02	13.61	7.39	11.04
LOC107839751	7.84	7.91	5.68	8.96
LOC107839782	1.17	1.37	1.33	2.21
LOC107839791	5.12	6.06	5.82	9.08
LOC107839794	5.62	6.68	4.77	6.85
LOC107839844	37.08	43.63	15.02	16.95
LOC107839864	31.69	31.84	23.63	35.67
LOC107840118	9.08	8.5	3.67	6.53
LOC107840241	1.68	1.87	4.99	6.73
LOC107840408	1.18	2.64	0.0	0.55
LOC107840514	12.11	11.26	17.22	19.71
LOC107840586	4.71	4.2	1.33	3.83
LOC107840757	0.43	0.47	0.0	0.31
LOC107842407	3.41	3.01	2.04	4.25
LOC107842838	18.73	23.16	22.96	29.72
LOC107842902	5.41	3.32	3.4	5.92
LOC107843155	1.5	1.41	0.94	1.84
LOC107843252	4.21	5.3	2.98	5.03
LOC107843340	148.81	138.3	55.17	79.45
LOC107843399	0.57	0.43	0.21	0.51
LOC107843442	0.35	0.48	0.29	0.46
LOC107843557	39.46	39.89	23.05	38.72
LOC107843659	1.96	2.44	1.82	3.05
LOC107843702	11.75	12.39	9.56	13.93
LOC107843736	2.8	2.9	1.65	2.76
LOC107844040	0.68	0.94	0.44	0.59
LOC107845325	5.08	5.14	1.75	4.55
LOC107845368	20.98	22.91	4.56	8.73
LOC107845405	0.0	0.0	0.0	0.09
LOC107845845	0.74	0.5	0.21	0.94
LOC107845894	0.5	0.51	1.31	1.96
LOC107847582	0.72	1.055	0.49	0.92
LOC107847678	2.18	1.64	0.44	0.83
LOC107847690	0.29	0.31	0.3	0.34
LOC107847956	16.36	16.14	8.71	14.08
LOC107847982	11.68	12.98	9.71	18.78
LOC107848107	0.0	1.44	0.0	0.0
LOC107848218	3.56	3.03	3.45	5.24
LOC107848486	1.76	1.98	2.03	3.09
LOC107848640	0.23	0.34	0.33	0.22
LOC107849550	35.6	39.49	84.84	103.42
LOC107850182	0.82	0.49	0.34	0.53
LOC107850429	46.85	49.94	37.73	70.03
LOC107850580	17.34	16.51	11.86	19.12
LOC107850679	5.115	4.785	2.655	4.73
LOC107850730	57.64	62.58	46.69	71.46
LOC107850779	11.63	14.0	15.13	25.8
LOC107851074	0.62	0.43	0.42	0.65
LOC107851306	0.23	0.08	0.78	0.85
LOC107851743	1.65	1.08	0.69	1.26
LOC107852029	7.17	6.81	4.16	6.21
LOC107852202	0.16	0.08	0.21000000000000002	0.24
LOC107852579	10.9	10.05	7.56	10.71
LOC107852611	29.95	30.64	17.64	32.95
LOC107852625	7.77	7.72	4.99	7.65
LOC107852693	13.24	16.53	16.16	17.72
LOC107852897	0.0	0.0	0.0	0.83
LOC107855110	5.14	5.88	4.68	8.91
LOC107856095	1.16	0.9	3.18	4.04
LOC107856559	2.8	2.63	1.48	2.52
LOC107856824	0.08	0.07	0.07	0.32
LOC107857985	0.0	0.0	0.0	1.38
LOC107858551	0.0	0.48	0.23	0.0
LOC107858725	7.605	6.88	5.28	10.075
LOC107858822	3.21	2.97	1.67	3.33
LOC107859015	10.85	11.36	2.03	4.46
LOC107859128	0.56	0.33	0.0	0.0
LOC107859134	31.8	34.89	18.05	24.05
LOC107859197	11.31	12.03	13.62	15.55
LOC107859386	2.91	2.35	1.36	1.88
LOC107859537	4.57	3.91	1.48	4.63
LOC107859597	1.24	1.12	1.08	1.98
LOC107859736	0.28	0.3	0.25	0.61
LOC107859861	0.0	0.19	0.0	0.38
LOC107860167	0.66	0.2	0.18	1.24
LOC107860258	30.89	31.99	14.34	22.34
LOC107860457	3.25	4.31	2.54	4.64
LOC107860530	0.52	0.35	0.88	0.94
LOC107860640	0.99	1.56	0.8	1.53
LOC107860664	0.78	0.41	0.07	0.44
LOC107860694	2.56	2.57	1.24	2.68
LOC107861429	0.0	0.37	0.0	0.0
LOC107861685	2.68	3.95	0.99	2.01
LOC107861730	0.44	0.61	0.91	1.14
LOC107861820	7.8	7.9	6.49	9.63
LOC107862139	3.28	3.78	1.95	3.38
LOC107862210	27.04	26.65	12.7	17.4
LOC107862223	5.56	6.44	6.32	6.32
LOC107862281	0.54	1.1	0.38	1.38
LOC107862639	0.56	0.0	0.12	0.66
LOC107862670	90.08	90.58	63.47	99.19
LOC107862967	0.37	0.23	1.27	1.04
LOC107863119	20.0	24.07	13.94	20.33
LOC107863534	1.04	1.28	0.42	0.75
LOC107863728	11.94	12.39	7.77	12.27
LOC107863772	18.23	17.68	15.66	22.42
LOC107863778	1.43	3.41	1.59	4.01
LOC107863929	2.9	2.91	2.35	4.18
LOC107864051	0.24	0.18	0.1	0.42000000000000004
LOC107864141	49.54	55.1	28.05	42.76
LOC107864150	0.48	0.21	0.0	0.11
LOC107864153	7.95	7.61	5.11	10.86
LOC107864386	3.84	3.1	7.19	11.15
LOC107864571	3.2	3.97	2.3	3.88
LOC107865108	0.18	0.04	0.15	0.43
LOC107865899	1.24	1.25	1.81	3.39
LOC107866268	0.06	0.29	0.37	0.53
LOC107866898	20.9	21.69	19.76	22.95
LOC107866954	58.98	66.79	65.61	74.9
LOC107866979	1.34	1.38	1.02	1.78
LOC107867177	1.18	0.83	0.67	1.0
LOC107867425	0.0	0.92	2.13	0.0
LOC107867514	0.62	0.42	0.32	0.43
LOC107867609	11.18	12.89	9.06	15.74
LOC107867853	12.1	11.64	5.76	10.69
LOC107868196	0.58	0.76	0.9	0.79
LOC107868464	18.01	17.89	9.54	16.64
LOC107869484	8.71	8.26	5.83	8.41
LOC107869701	20.42	18.68	8.89	18.22
LOC107870131	1.66	1.66	0.56	0.75
LOC107870528	54.15	54.48	38.33	49.17
LOC107871144	57.0	55.9	54.86	73.98
LOC107872683	50.73	53.27	28.78	45.84
LOC107873027	7.75	7.09	4.04	7.79
LOC107873420	0.46	0.23	0.28	0.5
LOC107873460	0.0	0.0	1.59	0.0
LOC107874793	5.75	5.81	5.27	8.68
LOC107875383	2.5	2.5	1.28	1.69
LOC107875519	0.17	0.29	0.55	0.16
LOC107875623	1.82	1.36	0.79	1.26
LOC107875937	1.83	2.64	0.28	2.82
LOC107875971	6.83	6.27	5.36	8.98
LOC107875980	0.52	1.4	0.0	0.0
LOC107876760	33.1	38.33	25.19	39.57
LOC107877237	4.43	4.04	3.05	5.53
LOC107877733	5.93	6.9	4.13	6.43
LOC107877914	3.96	5.48	0.92	3.32
LOC107877988	4.08	4.35	2.17	4.46
LOC107878266	0.82	0.71	0.29	0.24
LOC107878424	0.94	0.41	0.39	0.66
LOC107878502	0.89	0.78	0.43	1.69
LOC107878597	24.18	25.2	15.34	26.16
LOC107878704	0.23	0.9	0.09	0.11
LOC107878791	9.77	9.74	4.71	8.62
LOC107878904	111.22	131.8	109.05	106.61
LOC107879297	1.18	1.37	2.28	2.81
LOC107879814	0.45	0.0	0.75	0.0
LOC107879859	0.0	1.75	0.0	0.0
LOC107879873	0.76	1.09	1.05	1.06
LOC107879906	0.41	0.63	0.23	0.6
LOC107880963	2.42	2.77	4.85	8.65
LOC107886403	40.03	46.09	46.8	45.34
LOC107887406	0.43	0.0	0.0	1.62
LOC107888050	0.23	0.2	0.5	0.31
LOC107889047	14.01	14.59	14.32	21.26
LOC107889062	14.84	16.5	17.99	29.73
LOC107890459	7.68	7.68	2.04	6.63
LOC107890502	0.22	0.0	0.45	0.71
LOC107890531	23.69	25.23	19.64	31.04
LOC107890911	18.7	17.43	6.83	11.53
LOC107891285	7.78	8.05	8.0	12.29
LOC107891433	10.38	10.92	13.02	18.61
LOC107892188	31.69	30.7	27.22	48.08
LOC107892865	0.31	0.73	0.56	1.22
LOC107894232	14.97	16.05	13.28	21.5
LOC107894315	3.17	3.42	2.14	4.36
LOC107895193	1275.73	1208.8	731.01	929.29
LOC107897375	1.13	0.99	0.76	1.25
LOC107899100	2.09	2.13	1.1	2.2
LOC107900236	0.1	0.27	0.47	1.44
LOC107901157	3.23	3.26	2.22	4.16
LOC107903816	161.22	154.41	96.8	166.49
LOC107904028	0.0	0.0	0.0	0.0
LOC107904078	14.6	16.69	10.05	17.27
LOC107904723	0.4	0.35	0.41	0.37
LOC107904881	3.53	4.26	1.89	2.93
LOC107905192	0.69	0.77	0.39	0.72
LOC107905228	21.01	20.72	17.79	22.66
LOC107906017	2.75	2.71	1.125	2.645
LOC107906575	10.72	11.39	6.76	11.58
LOC107907113	5.35	6.72	2.48	5.29
LOC107909042	3.27	2.9	1.35	2.08
LOC107910705	0.72	0.8	1.08	1.85
LOC107910733	0.0	0.18	0.52	0.29
LOC107911508	0.0	0.0	0.0	0.0
LOC107911545	11.5	11.61	6.32	11.49
LOC107912313	9.06	9.74	7.01	11.99
LOC107912509	22.94	27.38	20.03	31.48
LOC107913888	1.01	1.26	0.4	1.36
LOC107915528	1.12	0.69	0.93	0.74
LOC107915870	0.0	0.0	0.73	1.62
LOC107916249	13.19	14.47	7.99	13.74
LOC107917855	30.46	34.54	27.95	35.8
LOC107917864	72.05	72.8	65.38	87.47
LOC107917997	0.93	0.87	0.48	1.33
LOC107919629	0.48	0.21	0.0	0.23
LOC107920292	198.82	209.71	139.21	207.67
LOC107920886	3.35	3.88	2.64	3.83
LOC107921168	0.13	0.32	0.18	0.28
LOC107921373	9.41	8.79	7.83	12.53
LOC107921970	0.0	0.84	0.0	0.0
LOC107922899	0.25	0.4	2.35	3.64
LOC107924059	0.07	0.26	0.0	0.07
LOC107924300	47.96	50.0	28.79	43.82
LOC107925176	1.31	1.14	0.48	0.74
LOC107926919	0.09	0.23	0.05	0.58
LOC107927061	0.0	0.49	0.0	0.51
LOC107927121	3.73	4.0	2.84	3.74
LOC107928446	4.49	4.32	3.67	8.15
LOC107928656	15.2	19.55	9.07	14.58
LOC107929215	0.25	0.25	0.33	0.32
LOC107930125	1.42	1.98	1.03	1.68
LOC107932889	3.92	4.68	3.98	4.04
LOC107935907	37.98	35.96	22.76	40.71
LOC107936046	0.19	0.07	0.2	0.23
LOC107936710	13.04	13.05	10.31	12.25
LOC107936840	2.89	0.0	0.0	0.0
LOC107937987	15.16	16.79	11.57	16.99
LOC107938589	6.36	5.85	3.24	4.99
LOC107939366	27.13	33.09	30.8	35.12
LOC107940058	3.87	3.0	3.29	4.63
LOC107940969	7.83	10.54	8.57	8.61
LOC107942076	5.75	6.34	2.1	3.29
LOC107942285	0.35	0.3	0.17	0.49
LOC107942451	13.68	15.05	11.31	21.02
LOC107942680	0.56	0.91	0.36	0.44
LOC107942748	3.16	3.27	1.79	2.95
LOC107944390	8.38	12.35	16.92	23.13
LOC107946127	8.71	9.09	4.55	8.22
LOC107946951	1.83	1.46	1.23	1.64
LOC107947106	2.52	2.59	4.89	6.28
LOC107947360	28.33	31.29	26.99	41.13
LOC107948577	25.48	23.94	24.28	30.71
LOC107948761	6.93	7.78	4.75	7.39
LOC107950451	18.73	20.9	6.53	11.74
LOC107950496	0.57	1.0	0.57	0.92
LOC107951155	47.43	39.89	17.31	34.78
LOC107953447	129.66	141.07	104.32	131.18
LOC107953831	0.0	0.0	0.0	0.0
LOC107953833	0.65	0.45	0.21	0.72
LOC107953942	1.35	1.52	5.49	10.42
LOC107953957	22.1	24.45	17.55	26.92
LOC107953960	20.77	19.15	11.89	19.94
LOC107954986	4.02	3.66	2.88	4.47
LOC107957003	2.65	2.89	3.19	4.99
LOC107957286	103.2	115.1	80.11	106.13
LOC107958009	10.22	12.85	5.43	10.09
LOC107958292	3.07	3.38	2.22	4.09
LOC107958945	8.91	9.35	5.44	9.48
LOC107959013	11.36	13.41	9.44	13.08
LOC107962846	106.06	120.15	63.93	119.9
LOC107963819	0.38	0.3	0.22	0.88
LOC107971545	3.38	0.0	0.13	0.0
LOC107983993	1.12	0.0	0.47	0.0
LOC107984053	2.23	0.0	0.0	0.0
LOC107984632	2.18	0.0	0.0	0.0
LOC107984658	0.99	0.0	0.0	0.0
LOC107984916	2.66	0.0	0.0	0.0
LOC107987135	1.82	0.41	0.0	0.0
LOC107993450	0.0	0.0	0.0	1.03
LOC107996586	0.0	0.0	0.0	0.96
LOC107996607	0.0	0.15	1.97	4.47
LOC107998372	0.0	0.0	0.0	0.61
LOC108000111	0.0	0.0	0.15	0.35
LOC108025871	0.0	0.96	0.0	0.0
LOC108041999	0.09	0.0	3.78	8.07
LOC108066269	0.0	0.55	0.0	0.58
LOC108096573	0.35	0.0	1.9	2.49
LOC108120886	0.0	0.0	0.0	0.0
LOC108129738	0.0	0.0	0.14	0.63
LOC108141759	1.24	1.23	1.18	0.89
LOC108142173	0.0	0.0	0.47	1.54
LOC108167415	1.74	0.0	0.0	0.0
LOC108169712	0.73	0.53	0.09	0.58
LOC108169893	6.37	6.69	6.7	9.92
LOC108170903	5.68	5.25	1.74	2.67
LOC108171465	0.52	0.34	0.11	0.0
LOC108173039	0.2	0.35	0.0	0.19
LOC108174622	0.0	0.0	0.31	1.06
LOC108181090	0.85	0.0	0.0	0.0
LOC108192245	7.24	7.93	3.34	5.62
LOC108192247	6.46	6.36	3.97	7.67
LOC108192254	0.0	0.0	0.0	0.2
LOC108192680	0.37	0.32	0.24	0.14
LOC108192771	23.485	23.645	21.67	26.59
LOC108192897	5.89	6.52	3.97	7.19
LOC108193033	6.46	6.69	2.34	3.77
LOC108193250	23.66	28.32	16.04	24.86
LOC108193255	1.45	2.37	1.29	2.72
LOC108193264	6.24	4.93	3.18	3.49
LOC108193271	17.48	19.21	8.1	13.69
LOC108193320	28.31	28.74	34.91	39.08
LOC108193369	3.98	4.02	2.28	4.74
LOC108193438	13.63	14.46	20.45	27.8
LOC108193505	0.29	0.35	0.36	0.57
LOC108193532	111.14	118.3	110.25	164.05
LOC108193758	13.61	11.58	10.5	17.7
LOC108193777	0.98	1.18	0.59	1.17
LOC108193789	3.22	3.52	0.38	1.32
LOC108194189	1.85	1.96	0.47	1.15
LOC108194383	0.83	0.74	0.35	1.02
LOC108194460	0.0	0.0	0.51	0.76
LOC108194751	54.91	63.2	38.24	51.47
LOC108195200	0.34	0.32	0.46	0.68
LOC108195212	2.0	2.38	2.5	2.84
LOC108195383	0.35	0.4	0.57	0.98
LOC108195547	1.1	0.74	0.68	0.57
LOC108195694	0.0	0.36	0.0	0.65
LOC108195706	66.03	75.32	24.63	31.8
LOC108195894	14.95	16.03	9.84	16.45
LOC108195900	5.42	9.19	0.43	8.5
LOC108195902	7.25	2.67	2.84	3.59
LOC108195937	2.54	2.99	2.14	4.24
LOC108195972	4.76	4.43	5.13	7.195
LOC108195997	1.58	1.69	0.79	1.5
LOC108196326	17.29	16.84	14.79	22.38
LOC108196369	7.84	11.02	2.8	7.85
LOC108196410	5.38	5.43	3.52	6.61
LOC108196468	5.65	5.08	3.27	6.46
LOC108196504	2.26	2.45	1.36	2.5
LOC108196603	20.63	22.41	10.49	18.72
LOC108196606	2.78	3.15	1.22	2.43
LOC108196698	1.71	1.05	0.86	1.57
LOC108196754	8.4	9.19	5.22	9.69
LOC108196902	1.13	1.06	0.51	1.15
LOC108196903	27.4	30.3	24.03	33.56
LOC108197005	4.1	4.59	2.56	4.28
LOC108197007	23.62	27.06	20.37	24.29
LOC108197008	4.41	3.77	3.45	7.24
LOC108197014	179.35	198.11	172.11	241.43
LOC108197075	0.76	0.42	0.25	0.42
LOC108197103	11.57	11.79	3.75	6.09
LOC108197117	0.57	0.41	0.26	0.54
LOC108197393	2.26	2.36	0.89	1.85
LOC108197439	8.49	8.8	7.07	10.02
LOC108197464	4.65	5.01	3.24	3.85
LOC108197470	4.26	4.24	2.41	4.0
LOC108197508	0.59	0.3	0.08	1.06
LOC108197711	0.49	0.32	0.2	0.0
LOC108198168	1.2	1.27	0.75	1.15
LOC108198650	0.09	0.31	0.37	0.25
LOC108198660	0.9	1.48	0.63	0.94
LOC108198709	2.27	2.43	2.28	4.25
LOC108199038	0.22	0.37	0.26	0.29
LOC108199323	9.71	9.43	5.59	10.08
LOC108199327	1.76	2.19	0.94	2.25
LOC108199388	5.53	5.55	5.81	9.53
LOC108199407	3.26	3.5	4.69	5.07
LOC108199458	0.33	1.15	0.41	0.92
LOC108199571	7.92	13.34	9.96	18.38
LOC108199579	17.66	17.08	10.69	17.01
LOC108199607	34.52	38.06	19.48	32.21
LOC108199665	9.24	8.7	10.89	15.8
LOC108199678	0.57	0.6	0.27	0.48
LOC108199912	16.51	17.19	9.22	15.16
LOC108199929	1.77	0.0	0.0	0.0
LOC108199980	1.96	2.2	1.22	2.56
LOC108200013	11.5	12.22	6.0	12.34
LOC108200168	2.0	1.03	1.23	2.52
LOC108200255	5.69	6.85	9.945	11.895000000000001
LOC108200401	4.89	5.95	4.71	7.17
LOC108200444	0.35	0.37	0.1	0.29
LOC108200446	19.28	19.59	13.83	23.96
LOC108200588	2.87	3.65	7.36	9.38
LOC108200641	9.05	10.54	10.38	10.95
LOC108200758	100.43	90.49	40.89	86.81
LOC108200770	3.26	3.92	2.46	3.6
LOC108200785	71.37	78.06	70.33	81.47
LOC108201059	2.17	2.66	1.81	1.73
LOC108202272	0.97	0.67	0.15	0.55
LOC108202380	6.4	6.14	6.16	12.9
LOC108202463	0.0	0.27	0.26	0.0
LOC108202500	16.01	16.85	8.42	16.03
LOC108202523	1.0	0.94	0.96	1.31
LOC108202542	22.32	22.16	9.05	15.28
LOC108202588	0.27	0.09	0.0	0.46
LOC108202612	0.25	0.07	0.27	0.23
LOC108202887	0.0	0.17	1.25	0.53
LOC108202903	8.41	8.93	5.85	11.08
LOC108202942	3.92	3.86	2.83	4.94
LOC108202954	0.66	0.62	0.44	0.39
LOC108203035	73.74	81.08	60.79	101.0
LOC108203038	12.36	12.53	9.28	15.86
LOC108203227	0.0	0.0	0.0	0.96
LOC108203259	5.25	5.67	1.78	3.53
LOC108203442	2.78	2.89	1.58	3.39
LOC108203701	21.01	20.16	15.37	18.91
LOC108204224	3.1	2.8	0.47	1.11
LOC108204280	29.46	32.86	28.34	44.67
LOC108204291	11.63	13.05	7.21	10.17
LOC108204312	0.11	0.3	0.0	0.32
LOC108204352	15.11	16.22	10.86	13.91
LOC108204500	46.08	49.42	37.83	48.62
LOC108204532	2.62	2.3	1.2	2.35
LOC108204537	2.69	2.82	1.32	2.76
LOC108204539	57.44	56.49	36.85	63.61
LOC108204557	2.93	2.47	0.65	1.7
LOC108204668	4.47	4.16	1.81	2.81
LOC108204737	43.08	48.09	37.37	46.18
LOC108204889	53.95	55.78	49.43	67.43
LOC108204915	153.17	152.77	38.65	74.97
LOC108204964	10.09	9.31	6.47	10.9
LOC108205060	1.1	1.56	1.13	2.08
LOC108205111	36.46	30.86	12.65	14.11
LOC108205113	0.0	0.69	0.11	0.0
LOC108205180	7.46	7.65	4.07	7.68
LOC108205194	11.28	9.01	10.03	13.35
LOC108205204	0.0	0.0	0.0	0.0
LOC108205260	36.68	41.05	19.32	33.37
LOC108205288	46.21	50.21	31.88	44.37
LOC108205509	1.23	1.25	0.75	1.6
LOC108205728	77.61	79.26	108.92	131.99
LOC108205742	9.07	8.05	3.27	7.17
LOC108205743	20.74	22.26	15.97	28.52
LOC108205816	2.03	1.75	2.16	3.42
LOC108205964	0.92	0.96	0.83	1.12
LOC108206022	1.01	0.68	1.6	3.38
LOC108206102	3.03	2.9	2.22	3.96
LOC108206311	2.71	2.62	1.9	3.16
LOC108206330	0.34	0.08	0.08	0.05
LOC108206524	23.51	30.9	32.85	38.11
LOC108206626	378.08	424.61	372.72	406.38
LOC108206718	26.19	27.32	22.25	27.18
LOC108206758	4.77	6.09	1.81	2.81
LOC108206785	97.72	112.59	23.08	38.71
LOC108206841	24.52	29.08	28.18	32.38
LOC108206946	20.92	25.51	27.19	46.22
LOC108207845	2.9	3.33	3.33	5.86
LOC108208024	0.0	0.0	1.17	0.99
LOC108208367	0.23	0.0	0.19	0.66
LOC108208518	3.93	3.09	1.86	2.99
LOC108208816	3.86	3.76	1.67	3.31
LOC108208902	0.3	0.2	0.53	0.52
LOC108209049	5.88	6.77	2.98	5.91
LOC108209063	15.36	15.87	9.59	16.17
LOC108209141	41.59	44.7	31.14	55.04
LOC108209187	2.82	3.01	1.4	2.62
LOC108209291	3.35	3.04	1.54	3.38
LOC108209404	13.85	13.79	10.68	13.15
