Gene	WT-1_FPKM	WT-2_FPKM	Toluene-1_FPKM	Toluene-2_FPKM
LOC108209422	51.18	52.21	36.44	47.91
LOC108209428	1.52	1.03	1.76	0.81
LOC108209458	0.59	0.94	0.41	0.65
LOC108209480	15.27	18.57	14.66	14.92
LOC108209530	5.68	7.19	3.01	6.28
LOC108209563	3.71	3.69	2.66	3.83
LOC108209579	0.13	0.37	0.25	0.06
LOC108209600	4.75	4.79	2.19	4.5
LOC108209711	5.68	5.05	3.37	4.37
LOC108209720	4.85	5.86	2.87	4.73
LOC108209823	9.88	11.24	5.11	11.97
LOC108209850	2.97	2.99	2.17	1.39
LOC108209902	87.08	97.66499999999999	81.905	98.92999999999999
LOC108209917	13.64	14.24	8.52	12.18
LOC108210111	5.03	5.56	4.08	6.48
LOC108210220	6.22	6.16	4.81	6.21
LOC108210401	4.48	3.98	2.02	3.7
LOC108210448	87.56	94.5	77.48	98.11
LOC108210521	28.88	27.44	19.15	28.67
LOC108210525	4.81	4.94	3.38	6.1
LOC108210608	0.27	0.0	0.08	0.77
LOC108210610	28.97	29.35	21.54	35.66
LOC108210687	512.53	520.94	117.08	132.72
LOC108210702	0.78	1.05	0.62	1.2
LOC108210764	44.25	43.94	36.97	43.09
LOC108210775	25.59	28.86	20.34	33.71
LOC108210780	3.18	3.33	2.26	3.56
LOC108210810	6.61	6.93	4.91	7.92
LOC108210864	8.59	8.54	6.32	9.24
LOC108211046	25.55	28.37	28.36	34.99
LOC108211154	12.15	11.84	8.88	11.34
LOC108211227	0.18	0.16	0.23	0.17
LOC108211244	3.38	2.95	1.91	3.41
LOC108211304	12.38	13.69	10.59	14.3
LOC108211465	0.05	0.25	0.4	0.32
LOC108211818	59.88	66.23	34.44	51.21
LOC108211824	5.9	6.19	6.16	10.07
LOC108211978	0.49	0.4	0.18	0.37
LOC108212098	3.24	3.4	1.51	2.18
LOC108212571	1.95	1.44	2.12	3.54
LOC108212587	1.04	1.16	0.31	0.88
LOC108213115	5.3	5.67	5.15	7.9
LOC108213659	1.07	2.12	2.12	2.57
LOC108213847	60.58	64.39	67.53	69.65
LOC108214167	0.85	0.38	0.0	0.0
LOC108214336	1.28	1.26	0.65	1.3
LOC108214413	0.0	0.3	0.23	0.19
LOC108214459	0.0	0.0	0.51	0.29
LOC108214472	42.07	45.6	49.67	65.97
LOC108214524	16.03	18.66	14.29	18.61
LOC108214587	25.34	27.06	19.56	31.35
LOC108214727	11.28	11.17	5.27	11.24
LOC108214770	0.98	1.46	1.13	2.2
LOC108214876	21.62	24.71	20.63	26.89
LOC108214940	32.13	29.92	24.73	31.68
LOC108214959	130.83	145.6	127.15	182.57
LOC108215008	6.39	5.88	5.89	8.45
LOC108215021	2.51	2.3	1.52	2.63
LOC108215096	1.79	1.59	0.75	3.89
LOC108215099	45.73	47.71	44.37	58.58
LOC108215131	0.82	0.77	0.73	0.85
LOC108215156	12.34	14.6	10.12	14.09
LOC108215178	7.7	7.7	4.49	8.64
LOC108215320	0.19	0.0	0.08	0.09
LOC108215391	3.03	3.09	1.8	3.03
LOC108215436	25.1	28.97	32.66	33.29
LOC108215593	16.66	17.18	16.5	24.5
LOC108215620	53.23	60.51	51.17	71.92
LOC108215719	0.95	0.89	0.89	1.28
LOC108215723	13.38	13.98	6.92	11.45
LOC108215816	17.46	19.17	21.51	27.62
LOC108215822	14.66	16.57	13.85	16.86
LOC108215920	1.2	0.0	0.0	0.0
LOC108215962	63.51	61.3	34.95	51.41
LOC108216049	0.0	1.59	0.27	0.0
LOC108216094	0.25	0.27	0.0	0.12
LOC108216116	0.48	0.77	1.26	1.65
LOC108216123	0.3	0.46	0.32	0.71
LOC108216330	5.07	6.06	2.8	3.85
LOC108216467	6.47	7.8	2.01	3.42
LOC108216551	13.59	12.54	9.46	16.42
LOC108216573	6.43	5.45	7.51	14.6
LOC108216576	0.15	0.24	0.25	0.12
LOC108216823	7.4	8.68	6.79	8.76
LOC108216858	0.0	0.46	0.29	0.99
LOC108216911	1.99	2.2	0.98	1.86
LOC108217056	7.305	9.19	7.96	10.38
LOC108217679	1.02	1.08	0.94	2.25
LOC108217731	22.75	23.89	4.39	7.4
LOC108218350	0.12	0.21	0.1	0.45
LOC108218390	6.35	7.23	4.99	8.21
LOC108218513	24.39	26.18	12.39	24.05
LOC108218609	124.76	134.23	62.25	119.87
LOC108218617	5.18	6.51	0.41	2.25
LOC108218652	12.65	11.86	7.14	11.86
LOC108218695	28.37	25.67	19.46	29.16
LOC108218802	24.93	22.62	16.56	31.0
LOC108218931	110.89	117.38	80.18	95.31
LOC108218934	0.89	0.0	0.0	0.0
LOC108218944	7.6	5.96	3.95	6.04
LOC108218946	4.75	5.49	3.68	7.02
LOC108218974	0.0	0.0	0.0	0.36
LOC108219016	2.53	1.64	0.22	0.63
LOC108219068	18.02	17.61	9.52	17.85
LOC108219087	9.12	9.53	8.14	13.08
LOC108219090	0.18	0.19	0.03	0.03
LOC108219094	6.16	6.27	5.46	7.49
LOC108219221	4.95	5.81	1.76	3.66
LOC108219396	33.39	39.33	35.81	53.41
LOC108219401	4.35	4.79	2.47	3.92
LOC108219416	0.55	0.28	0.32	0.7
LOC108219420	5.6	6.75	2.38	5.13
LOC108219437	4.61	4.45	4.48	6.4
LOC108219471	37.93	36.84	17.57	29.69
LOC108219509	1.06	1.25	2.68	3.52
LOC108219598	0.4	0.08	0.14	0.4
LOC108219616	23.85	23.44	21.72	27.73
LOC108219779	6.92	6.88	1.98	3.35
LOC108219803	0.36	0.54	0.22	0.4
LOC108219859	0.32	0.52	1.0	2.16
LOC108219863	93.99	91.77	90.36	128.5
LOC108219941	23.74	24.2	13.9	23.21
LOC108219962	1.09	1.14	0.74	1.56
LOC108219999	4.15	3.38	2.9	4.66
LOC108220214	9.63	9.78	6.27	8.87
LOC108220250	4.82	4.89	2.08	2.97
LOC108220373	147.67	167.745	142.04500000000002	169.0
LOC108220377	25.34	23.03	11.89	22.75
LOC108220421	132.52	140.8	148.16	196.47
LOC108220581	0.95	0.67	0.25	0.51
LOC108220586	1.16	1.07	0.88	1.49
LOC108220637	3.13	2.83	1.19	2.22
LOC108220757	2.66	2.95	0.55	1.04
LOC108221646	0.4	0.67	0.39	1.13
LOC108221704	0.0	0.0	1.22	0.68
LOC108222069	43.4	48.14	39.97	62.51
LOC108222096	0.16	0.09	0.09	0.15
LOC108222163	0.3	0.44	0.71	0.77
LOC108222220	0.36	0.39	0.18	0.14
LOC108222723	27.08	25.96	9.6	19.17
LOC108222749	0.87	0.83	1.6	2.6
LOC108222784	11.44	12.72	6.33	10.99
LOC108222797	2.32	2.42	1.8	3.07
LOC108222899	36.17	34.38	15.49	26.32
LOC108223037	0.85	3.06	2.14	6.33
LOC108223048	0.0	0.59	0.18	0.0
LOC108223050	0.88	0.625	0.29500000000000004	0.28500000000000003
LOC108223090	65.1	68.55	44.92	81.03
LOC108223121	16.72	17.18	14.99	24.17
LOC108223216	3.05	2.45	3.47	2.75
LOC108223278	9.15	9.57	7.06	10.14
LOC108223339	21.94	21.81	15.68	28.02
LOC108223349	9.71	10.12	4.76	9.89
LOC108223412	27.39	22.93	3.05	9.09
LOC108223581	1446.59	1473.38	903.48	986.81
LOC108223620	7.19	7.09	3.49	6.18
LOC108223691	15.29	17.08	6.88	12.41
LOC108223710	4.17	4.16	3.3	4.81
LOC108223805	1.18	0.85	0.83	1.59
LOC108223869	7.39	7.86	5.17	8.28
LOC108223987	0.49	0.64	0.88	1.17
LOC108224078	53.18	49.43	33.73	60.96
LOC108224135	5.89	6.05	4.17	6.56
LOC108224269	30.88	32.57	26.29	43.38
LOC108224335	6.25	7.4	5.73	7.42
LOC108224439	5.38	7.07	4.65	8.43
LOC108224534	58.44	58.42	44.89	60.94
LOC108224541	3.9	4.5	2.71	4.33
LOC108224563	2.55	1.57	1.63	3.33
LOC108224705	4.09	5.09	3.74	5.49
LOC108225070	0.88	0.92	0.96	1.23
LOC108225273	21.94	20.95	20.39	28.53
LOC108225539	0.68	0.27	0.78	0.54
LOC108225736	2.49	2.57	1.51	2.77
LOC108225777	0.79	0.81	0.4	0.65
LOC108226073	0.0	0.0	0.0	0.0
LOC108226436	10.51	9.22	6.22	10.0
LOC108226667	0.99	0.94	0.68	1.04
LOC108227094	0.0	0.0	0.58	0.0
LOC108227151	2.91	2.89	1.89	3.12
LOC108227181	5.14	5.54	4.34	8.01
LOC108227323	6.26	6.72	3.93	7.45
LOC108227450	7.99	8.53	4.59	8.37
LOC108227478	21.82	22.16	15.16	18.29
LOC108227526	24.34	24.28	19.27	30.5
LOC108227537	36.35	39.29	25.12	40.15
LOC108227573	16.54	17.88	16.37	20.41
LOC108227602	9.46	8.74	9.88	15.5
LOC108227621	5.67	5.83	1.2	3.04
LOC108227635	6.67	7.32	5.8	9.29
LOC108227671	1.03	1.04	0.65	1.59
LOC108227753	58.565	63.54	66.18	86.29
LOC108227760	8.52	9.5	8.72	10.45
LOC108227801	0.23	0.26	0.67	0.97
LOC108227890	13.63	15.41	7.63	15.77
LOC108228021	32.5	32.63	43.05	57.6
LOC108228134	5.71	5.03	5.01	8.13
LOC108267392	0.33	0.59	0.0	0.0
LOC108277936	0.0	0.0	0.0	0.68
LOC108319417	8.48	7.585	5.585	10.325
LOC108319942	37.09	38.47	46.72	52.17
LOC108320539	3.03	2.92	1.58	3.37
LOC108320886	0.85	1.53	0.0	0.0
LOC108321314	3.54	3.58	2.16	3.94
LOC108322194	0.94	0.86	0.36	0.65
LOC108322597	326.77	351.65	221.64	270.7
LOC108323071	0.92	1.2	2.44	2.68
LOC108325012	0.66	0.0	0.0	0.0
LOC108325811	0.73	0.13	0.49	1.11
LOC108326553	34.35	32.16	20.41	37.34
LOC108326658	6.68	7.91	7.6	11.75
LOC108327900	134.71	131.03	124.47	192.46
LOC108327943	7.32	6.81	4.59	7.15
LOC108330757	18.31	19.31	21.97	27.94
LOC108330842	1.99	0.6	1.66	0.0
LOC108331164	0.4	1.07	0.0	1.12
LOC108331414	7.72	8.06	5.14	9.41
LOC108331638	0.79	0.86	0.25	0.09
LOC108331846	0.41	0.47	0.44	0.79
LOC108332918	0.05	0.0	0.54	0.28
LOC108333289	17.95	17.26	8.52	12.93
LOC108333338	10.4	11.12	8.43	11.85
LOC108334084	0.36	0.94	0.86	0.23
LOC108335034	0.33	0.6	0.0	0.0
LOC108336063	4.87	5.67	2.68	4.98
LOC108336674	3.08	3.87	4.23	6.89
LOC108337104	4.65	4.45	3.27	4.48
LOC108338269	2.54	2.16	2.45	2.59
LOC108338724	4.22	3.74	2.0	3.46
LOC108338936	4.44	3.54	2.76	3.73
LOC108340127	1.83	2.9	2.53	3.25
LOC108340360	2.37	2.16	2.28	4.38
LOC108340462	8.63	8.81	0.73	1.34
LOC108344434	0.0	0.0	0.0	0.82
LOC108344970	0.89	0.0	1.49	0.0
LOC108345538	16.75	16.57	8.89	18.08
LOC108368387	0.0	0.0	0.91	0.0
LOC108378171	0.62	0.22	0.0	0.0
LOC108450064	7.53	8.96	12.33	16.77
LOC108450170	8.94	8.85	6.7	9.62
LOC108450338	12.66	12.72	8.96	16.54
LOC108450440	0.26	0.07	0.21	0.0
LOC108450484	3.32	3.63	1.93	3.14
LOC108451335	0.0	0.28	0.39	0.6
LOC108451347	3.35	3.68	0.75	1.7
LOC108451437	0.22	0.0	0.0	0.83
LOC108452088	214.63	240.33	58.5	97.87
LOC108452447	0.58	0.31	0.3	0.48
LOC108452567	18.16	22.25	11.19	16.4
LOC108453338	15.38	15.27	6.29	11.83
LOC108453360	0.34	0.76	1.0	0.65
LOC108453394	8.62	9.16	2.84	6.05
LOC108453448	11.1	11.0	7.24	12.28
LOC108453652	3.09	2.88	2.53	3.77
LOC108453717	87.98	93.96	59.15	82.3
LOC108453850	16.68	16.29	12.25	15.76
LOC108454240	0.6	0.74	0.41	1.02
LOC108454298	0.43	0.0	0.54	0.2
LOC108454607	0.39	0.43	0.04	0.17
LOC108454667	11.57	12.57	9.15	14.16
LOC108455116	3.29	4.36	1.77	3.16
LOC108455746	32.15	35.92	59.77	77.84
LOC108455850	37.93	40.87	29.46	32.42
LOC108456026	0.0	0.0	0.94	1.05
LOC108456028	0.14	0.0	0.12	0.13
LOC108456214	31.98	38.63	22.9	34.26
LOC108456781	83.57	92.58	56.47	112.97
LOC108456902	0.44	0.39	0.37	0.63
LOC108457014	1.54	1.99	1.36	1.83
LOC108457059	11.61	12.86	9.1	14.27
LOC108457209	1.11	1.18	0.47	0.92
LOC108457230	13.02	13.98	11.92	14.9
LOC108458049	2108.96	2211.36	1444.18	2033.61
LOC108458220	10.06	14.96	5.59	10.33
LOC108458276	0.11	0.05	0.19	0.05
LOC108458479	0.56	0.28	0.27	0.98
LOC108459989	1.24	0.0	1.03	0.58
LOC108460236	7.81	7.57	7.48	11.44
LOC108460370	20.49	20.04	20.15	28.62
LOC108460709	11.79	12.65	6.84	12.04
LOC108460804	2.5	2.68	1.94	3.26
LOC108460975	0.23	0.31	0.7	0.85
LOC108461173	7.39	7.25	4.13	6.57
LOC108461198	9.88	10.2	6.13	10.81
LOC108461261	17.58	17.17	14.13	22.23
LOC108461662	0.0	0.0	0.41	0.0
LOC108461693	22.63	24.05	11.3	21.8
LOC108461800	14.83	18.1	16.81	20.4
LOC108462645	0.43	0.65	0.72	1.0
LOC108462676	0.97	0.92	0.92	0.72
LOC108463743	0.56	0.25	0.12	0.0
LOC108463759	0.15	0.34	0.16	0.42
LOC108463848	58.44	63.02	49.51	73.36
LOC108463933	27.27	29.43	19.44	35.07
LOC108463945	0.38	0.41	0.71	0.63
LOC108464297	0.26	0.0	0.0	0.0
LOC108464587	0.0	0.11	0.0	0.23
LOC108465201	2.04	2.75	1.23	2.63
LOC108465919	0.32	0.16	0.46	0.52
LOC108466554	18.84	17.53	10.17	17.14
LOC108466577	2.2	2.14	0.3	0.63
LOC108466888	18.95	20.06	12.88	24.13
LOC108467395	32.82	32.29	19.11	29.63
LOC108467805	0.03	0.14	0.31	0.25
LOC108467814	21.31	19.4	20.01	30.69
LOC108468083	22.92	32.61	32.98	41.93
LOC108468098	2.85	2.99	3.08	3.7
LOC108468749	0.23	0.24	0.19	0.56
LOC108469007	0.7	1.24	0.0	2.19
LOC108469304	0.31	0.66	0.3	0.13
LOC108469631	23.44	25.63	13.45	20.33
LOC108469893	0.59	0.65	0.8	1.37
LOC108469971	0.0	0.6	0.0	0.0
LOC108470198	30.6	30.0	36.13	39.96
LOC108470523	1.26	0.56	0.7	0.0
LOC108470681	0.0	3.33	0.0	0.0
LOC108470722	10.62	12.34	7.96	13.29
LOC108470724	2.78	2.56	1.24	2.59
LOC108471487	3.95	4.05	5.24	9.16
LOC108472691	0.11	0.05	0.71	0.32
LOC108473184	0.28	0.54	0.35	0.4
LOC108473394	1.29	1.4	0.9	1.83
LOC108473449	1.18	0.56	0.23	0.67
LOC108473453	5.81	6.9	2.9	6.24
LOC108474130	0.0	1.09	0.0	2.27
LOC108474279	0.0	1.11	0.0	0.58
LOC108474371	2.43	1.98	2.1	1.62
LOC108474673	38.54	42.99	47.95	55.83
LOC108474857	0.48	0.51	0.38	0.49
LOC108474859	1.29	1.09	0.55	1.3
LOC108475796	0.41	0.0	0.23	0.39
LOC108476388	1.09	0.92	1.04	1.7
LOC108477147	5.2	5.62	3.51	5.03
LOC108477166	1.78	0.96	1.11	2.53
LOC108477219	5.26	5.39	3.48	5.65
LOC108477508	26.15	30.08	23.7	30.35
LOC108477838	0.4	0.17	0.84	1.36
LOC108478501	2.61	2.81	2.86	3.98
LOC108478619	4.05	5.9	3.65	5.37
LOC108478912	0.0	0.0	1.22	0.0
LOC108479287	0.94	0.41	0.0	0.0
LOC108479381	7.86	8.0	1.58	6.44
LOC108479514	14.12	15.02	6.23	10.61
LOC108479696	0.93	0.72	0.84	1.83
LOC108479835	1.25	2.88	0.28	1.5
LOC108479942	15.33	17.05	10.32	15.91
LOC108480520	52.4	56.96	45.81	60.54
LOC108480675	0.87	0.76	0.9	1.8
LOC108480833	15.19	16.48	13.36	17.52
LOC108482056	1.09	0.58	2.24	1.59
LOC108482849	0.0	0.25	0.24	0.0
LOC108483151	50.4	53.21	40.07	60.21
LOC108483172	0.28	0.57	0.22	0.32
LOC108483195	0.18	0.33	0.47	0.83
LOC108483729	6.81	8.28	6.37	8.8
LOC108483929	2.79	2.33	1.0	2.34
LOC108484468	1.51	1.83	1.34	2.2
LOC108484524	4.65	3.27	2.66	3.25
LOC108485335	0.41	0.31	0.54	0.52
LOC108485610	14.78	17.01	15.05	25.14
LOC108485637	0.41	0.35	0.26	0.2
LOC108486594	1.08	0.92	0.7	0.99
LOC108486646	4.11	4.27	1.55	3.23
LOC108486971	8.29	9.12	7.81	12.56
LOC108487248	0.0	0.64	0.0	0.0
LOC108487631	0.28	0.30500000000000005	0.13	0.245
LOC108488356	0.0	0.55	0.51	0.0
LOC108488357	5.4	5.0	5.6	7.62
LOC108489190	28.83	29.66	10.67	21.47
LOC108489306	120.6	122.04	103.55	118.69
LOC108489515	0.0	0.0	0.0	3.52
LOC108535888	82.85	89.15	58.93	86.5
LOC108545976	0.0	0.0	0.0	0.4
LOC108547307	0.0	0.0	0.0	0.46
LOC108549275	0.16	0.0	0.3	0.95
LOC108550307	0.0	0.0	0.1	0.47
LOC108550507	0.0	0.0	0.0	0.72
LOC108551357	0.0	0.07	0.31	1.66
LOC108552613	0.0	0.0	0.35	0.0
LOC108553694	0.0	0.0	0.97	0.0
LOC108563828	0.78	0.0	0.0	0.37
LOC108569459	0.0	0.0	1.24	0.93
LOC108570728	0.0	0.59	1.24	1.88
LOC108571317	0.0	0.0	1.45	0.0
LOC108571679	0.0	0.0	0.08	0.57
LOC108571963	0.0	0.0	0.0	0.6
LOC108572895	0.0	0.0	0.0	2.58
LOC108575588	0.0	0.0	0.19	0.72
LOC108575955	0.0	0.0	0.13	0.5
LOC108576156	0.17	0.0	0.87	1.09
LOC108603673	0.18	0.0	2.05	5.94
LOC108618467	0.0	0.0	0.76	2.16
LOC108623231	0.34	0.3	0.14	0.48
LOC108623244	0.0	0.0	0.25	1.01
LOC108631914	0.0	0.0	1.8250000000000002	0.115
LOC108663118	0.45	0.38	0.37	0.59
LOC108663134	18.16	21.38	17.57	30.16
LOC108663778	0.19	0.25	0.26	0.5
LOC108707155	0.0	0.0	0.0	0.63
LOC108728566	0.0	0.0	0.19	0.75
LOC108735741	0.0	0.0	0.0	0.9
LOC108740209	1.85	0.0	1.55	0.86
LOC108742658	0.0	0.31	0.15	0.16
LOC108746595	0.0	0.0	0.0	1.26
LOC108750176	0.0	0.0	0.57	0.39
LOC108757634	0.0	0.0	0.25	0.71
LOC108758632	0.03	0.0	1.88	6.13
LOC108763537	0.0	0.0	0.0	0.92
LOC108767270	0.0	0.0	2.68	5.08
LOC108777261	0.0	0.09	3.48	7.43
LOC108783649	2.6	0.0	0.0	0.0
LOC108805244	0.22	0.45	0.06	0.14
LOC108806628	0.11	0.7	0.28	0.32
LOC108806969	0.62	0.3	0.06	0.26
LOC108809376	7.73	9.48	8.8	11.26
LOC108810206	2.58	2.82	2.3	3.66
LOC108811026	5.92	6.24	7.04	8.32
LOC108811173	0.25	0.22	0.1	0.24
LOC108812306	8.28	8.81	8.63	13.7
LOC108812513	1.75	1.46	1.34	2.07
LOC108812723	14.87	15.99	10.99	18.51
LOC108812942	3.1	2.32	2.03	2.87
LOC108813653	0.82	0.93	0.61	0.91
LOC108813823	0.24	0.64	0.0	0.0
LOC108813843	0.32	0.23	0.1	0.44
LOC108814203	0.67	0.68	1.05	1.01
LOC108814345	16.25	16.01	10.96	14.78
LOC108816165	10.56	12.66	9.28	11.81
LOC108819058	15.01	15.27	27.17	36.28
LOC108819411	103.98	116.82	107.17	124.43
LOC108820989	0.82	0.87	0.65	0.67
LOC108822064	51.77	59.08	31.11	61.32
LOC108822151	69.17	77.88	37.11	55.76
LOC108822317	0.63	0.62	0.25	0.54
LOC108823009	14.93	15.71	8.15	15.03
LOC108825704	1.23	1.33	1.65	3.16
LOC108827728	4.39	4.24	2.94	4.3
LOC108827854	0.31	2.77	0.0	0.0
LOC108828003	3.49	2.99	0.63	1.12
LOC108830204	8.285	8.09	6.64	8.375
LOC108830796	221.12	225.86	123.61	198.65
LOC108831306	33.01	31.58	21.06	32.92
LOC108835810	18.61	18.41	12.41	16.8
LOC108836420	83.17	87.09	34.62	45.21
LOC108840096	0.66	0.76	0.22	0.47
LOC108840265	0.0	0.0	0.57	0.64
LOC108840895	0.17	0.23	0.14	0.26
LOC108842629	641.75	685.71	614.9	871.87
LOC108843449	24.39	24.59	26.13	38.39
LOC108843966	0.0	0.0	0.0	0.4
LOC108843968	42.21	45.33	27.71	37.36
LOC108843974	50.62	59.07	26.6	48.22
LOC108844194	0.0	0.92	0.0	0.81
LOC108845667	23.32	24.71	22.18	31.92
LOC108846257	0.15	0.26	0.62	0.56
LOC108847248	10.17	10.52	9.17	12.27
LOC108848468	9.33	14.9	4.34	5.77
LOC108849165	51.56	59.28	59.83	64.17
LOC108849756	2.61	3.64	6.31	9.01
LOC108851321	2.17	2.83	1.34	2.52
LOC108851391	4.48	3.885	5.63	4.39
LOC108851659	14.02	15.23	10.62	15.0
LOC108853075	41.61	42.76	28.84	40.15
LOC108854183	0.21	0.06	0.34	0.19
LOC108856398	136.84	143.39	28.99	52.44
LOC108856797	4.95	4.45	3.49	6.27
LOC108857458	0.33	0.14	0.55	0.16
LOC108859165	69.67	75.86	44.86	75.72
LOC108861518	0.13	0.11	0.32	0.12
LOC108862847	101.98	113.96	137.03	143.3
LOC108863424	0.0	3.36	0.89	1.5
LOC108864608	0.0	0.0	0.0	0.66
LOC108865989	1.17	0.94	0.43	0.67
LOC108866709	21.68	22.1	23.44	30.66
LOC108867561	0.34	0.38	0.67	0.74
LOC108868443	10.55	9.48	3.6	6.58
LOC108869048	0.0	0.0	0.0	0.17
LOC108915599	0.0	0.0	0.92	1.25
LOC108953907	10.61	13.04	9.15	14.27
LOC108960460	32.66	33.39	27.55	44.15
LOC108965085	0.0	0.0	0.5	0.0
LOC108979064	3.02	3.64	2.81	4.41
LOC108979247	6.55	6.25	4.34	5.67
LOC108979292	158.92	182.92	158.44	191.78
LOC108979339	13.72	14.21	12.95	17.97
LOC108979358	6.12	6.09	4.33	6.23
LOC108979365	7.89	8.09	6.73	9.11
LOC108979403	0.23	0.3	0.8	1.06
LOC108979484	3.12	3.48	2.03	3.07
LOC108979512	14.16	14.49	7.83	13.81
LOC108979646	0.18	0.26	0.0	0.04
LOC108979699	1.79	1.92	1.32	2.13
LOC108979704	0.49	0.58	0.09	0.34
LOC108979749	2.98	2.96	1.33	2.83
LOC108979767	3.95	4.02	2.22	3.91
LOC108979800	0.25	0.46	0.17	0.26
LOC108979899	0.36	0.55	0.32	0.83
LOC108979936	49.43	50.59	25.62	39.83
LOC108979982	15.64	14.94	13.53	17.97
LOC108980006	79.26	77.675	73.245	131.42000000000002
LOC108980012	0.97	0.94	0.43	0.56
LOC108980032	317.76	351.99	250.77	368.58
LOC108980039	3.82	3.72	2.57	4.54
LOC108980115	130.17	139.75	110.14	137.4
LOC108980117	18.58	18.48	12.53	20.5
LOC108980126	19.56	17.6	9.01	15.01
LOC108980191	15.01	14.65	12.21	14.57
LOC108980217	4.67	4.14	2.72	4.88
LOC108980358	15.02	16.0	8.61	13.75
LOC108980400	9.3	9.3	2.6	5.1
LOC108980418	6.35	7.26	4.66	7.52
LOC108980464	0.36	0.21	0.15	0.11
LOC108980467	7.72	9.0	7.24	12.01
LOC108980472	3.55	3.61	2.43	4.03
LOC108980480	2.17	2.15	2.21	4.27
LOC108980599	0.18	0.05	0.05	0.23
LOC108980633	7.25	8.11	6.74	10.53
LOC108980651	68.05	73.35	100.28	126.42
LOC108980782	18.53	21.0	10.43	20.62
LOC108980792	35.39	39.3	20.82	41.17
LOC108980795	0.36	0.16	0.0	0.0
LOC108980901	12.49	12.67	6.65	14.17
LOC108980971	10.98	10.17	5.15	8.41
LOC108981017	2.91	2.96	1.82	3.13
LOC108981134	0.0	0.1	0.36	0.1
LOC108981141	30.1	31.64	33.97	50.63
LOC108981143	0.97	1.21	0.99	1.54
LOC108981159	1.46	2.18	1.38	2.55
LOC108981200	3.69	3.82	2.89	4.84
LOC108981282	0.1	0.36	0.39	0.44
LOC108981321	10.34	10.79	9.08	13.88
LOC108981369	0.38	0.45	0.15	0.4
LOC108981566	4.74	6.04	4.6	6.33
LOC108981758	1.21	1.93	2.43	2.56
LOC108981811	0.54	0.42	0.29	0.69
LOC108981834	9.34	9.25	4.5	8.96
LOC108981885	23.185000000000002	24.075	18.145	29.415
LOC108981888	0.0	0.14	0.39	0.15
LOC108981938	3.75	3.27	3.14	4.32
LOC108982016	4.39	4.65	3.41	5.37
LOC108982048	93.57	102.72	52.11	78.0
LOC108982051	9.29	11.03	6.96	11.61
LOC108982116	2.98	3.62	1.65	3.39
LOC108982120	51.54	56.82	55.97	88.11
LOC108982201	3.36	3.56	2.41	3.66
LOC108982205	7.56	6.47	3.44	8.26
LOC108982271	7.78	8.53	3.98	6.3
LOC108982458	19.38	19.28	5.97	13.99
LOC108982486	4.71	4.51	1.25	3.03
LOC108982495	5.1	5.06	2.9	4.97
LOC108982549	1.81	2.26	1.06	2.45
LOC108982557	0.85	0.89	0.85	1.0
LOC108982672	0.81	0.55	0.68	0.34
LOC108982693	9.57	9.01	6.35	11.13
LOC108982707	0.0	0.0	0.48	0.11
LOC108982715	1.76	1.33	1.06	1.79
LOC108982749	8.88	9.01	11.52	13.95
LOC108982863	10.78	10.2	10.62	13.88
LOC108982871	7.99	7.64	7.85	9.63
LOC108982901	1.82	1.72	0.99	2.66
LOC108982923	0.9	0.72	0.48	0.9
LOC108983011	230.26	257.3	307.8	357.18
LOC108983059	2.74	3.79	3.56	5.2
LOC108983062	58.11	59.5	12.3	22.47
LOC108983063	3.6	3.56	1.07	1.87
LOC108983065	27.28	28.75	22.81	34.52
LOC108983091	9.53	10.94	7.33	11.85
LOC108983111	1.9	1.75	2.48	3.6
LOC108983184	270.16	274.18	149.37	195.78
LOC108983191	7.96	8.98	6.96	13.74
LOC108983215	0.85	0.9	0.44	0.73
LOC108983224	0.22	0.33	0.31	0.46
LOC108983237	2.32	2.53	0.55	1.21
LOC108983249	2.72	2.71	1.79	2.98
LOC108983259	5.37	4.42	3.04	5.0
LOC108983260	8.38	9.96	1.06	1.46
LOC108983287	4.24	4.43	3.31	5.35
LOC108983315	1.17	1.32	0.81	1.11
LOC108983382	8.1	7.97	3.35	7.04
LOC108983383	0.0	0.18	0.51	0.0
LOC108983391	0.275	0.605	0.415	1.065
LOC108983447	4.18	4.19	2.66	5.15
LOC108983467	10.94	10.67	5.45	8.62
LOC108983764	8.72	8.5	2.33	4.64
LOC108983790	1.12	1.23	0.72	1.73
LOC108983805	0.265	0.62	0.145	0.20500000000000002
LOC108984015	59.88	61.82	44.58	63.43
LOC108984100	7.05	8.2	5.7	12.44
LOC108984163	23.27	26.21	24.28	29.56
LOC108984218	92.76	94.64	76.64	115.62
LOC108984239	3.84	3.98	3.28	4.11
LOC108984241	6.32	6.99	4.5	7.16
LOC108984248	0.15	0.26	0.25	0.14
LOC108984276	18.14	18.98	10.71	19.64
LOC108984326	26.33	25.85	24.08	32.69
LOC108984360	0.41	0.26	0.06	0.21
LOC108984367	0.98	1.11	1.25	1.63
LOC108984440	19.24	19.2	17.13	23.92
LOC108984478	0.84	0.92	0.45	0.8
LOC108984524	1.02	1.86	1.08	2.92
LOC108984529	5.82	5.13	6.16	8.12
LOC108984549	14.28	14.76	7.66	12.6
LOC108984751	42.18	45.69	15.41	30.94
LOC108984804	12.58	12.79	9.99	16.6
